Temp(K)              H2O_1                      H2O_2                      H2O_3                      H2O_4                      H2O_5                      H2O_6                      CO2_1                      CO2_2                      CO2_3                      CO2_4                      CO2_5                      CO2_6                      CO2_7                      CO2_8                      CO2_9                      CO210                       O3_1                       O3_2                       O3_3                       O3_4                       O3_5                      N2O_1                      N2O_2                      N2O_3                      N2O_4                      N2O_5                       CO_1                       CO_2                       CO_3                       CO_4                       CO_5                       CO_6                      CH4_1                      CH4_2                      CH4_3                      CH4_4                       O2_1                       O2_2                       O2_3                       NO_1                       NO_2                       NO_3                      SO2_1                      SO2_2                      NO2_1                      NH3_1                      NH3_2                     HNO3_1                       OH_1                       OH_2                       OH_3                       HF_1                      HCl_1                      HCl_2                      HBr_1                      HBr_2                       HI_1                      ClO_1                      ClO_2                      OCS_1                      OCS_2                      OCS_3                      OCS_4                      OCS_5                     H2CO_1                     H2CO_2                     H2CO_3                     HOCl_1                     HOCl_2                       N2_1                      HCN_1                      HCN_2                      HCN_3                    CH3Cl_1                    CH3Cl_2                     H2O2_1                     C2H2_1                     C2H2_2                     C2H2_3                     C2H6_1                     C2H6_2                      PH3_1                                                                                                                                                                                                                                                                                                                                                                                                                                                
 289.0          168.501850                 168.922246                1010.734722                 828.454320                 844.274008                5035.990205                 278.371732                 560.894946                 591.212671                3446.422040                1191.721249                6945.515715                 314.452247                3662.939837               10671.717563                 633.790772                3347.001249                7170.968493                3503.051932               41624.656384               20561.707968                4842.399730                3253.551031                3348.005691                5144.409640               29981.766016                 104.720401                 219.074261                 109.952350                 644.606125                 230.553857                1350.111783                 569.218061                1138.235884                4619.946948                9247.902513                 210.666793                 441.480772                2577.385135                1109.637358                 766.778332                1170.158067                6080.652905                6108.187580               13064.620160                1662.557480                1110.820879              202889.243520                  78.359202                  78.865330                 203.725993                  40.516611                 156.917751                 157.141988                 195.494381                 195.554533                 379.873060                3171.175547                3226.935552                1178.106480                1209.308879                2395.481716                4775.924504                1267.017796                2743.792533                5626.509864                2878.432179               18541.283392               18869.705344                 454.969742                 869.563782                1787.310955                 603.455235               55620.892416               56502.340032                9363.175589                 399.261575                1597.129673                1519.451579               67270.595904               34347.008192                3127.905144
 290.0          169.373758                 169.801838                1016.018424                 832.795666                 848.665507                5062.184914                 279.585269                 563.375899                 593.800881                3461.478469                1197.013550                6976.309730                 315.834792                3679.008859               10718.465609                 636.618555                3366.339221                7212.642590                3523.415215               41865.872000               20680.904000                4864.950352                3268.886346                3363.655131                5168.503012               30121.808000                 105.083052                 219.832873                 110.332976                 646.837833                 231.352401                1354.790427                 572.240013                1144.280108                4644.819332                9297.673258                 211.396160                 443.026392                2586.408855                1114.275822                 769.986021                1175.051990                6117.344160                6145.038473               13137.280000                1671.448750                1116.760598              204460.560000                  78.644994                  79.153157                 204.523274                  40.652271                 157.452159                 157.677520                 196.163045                 196.223206                 381.176404                3185.866350                3241.892713                1184.167179                1215.547177                2408.001506                4800.520758                1273.612807                2758.399150                5656.459148                2893.752791               18645.096000               18975.392000                 456.542234                 873.213505                1794.832815                 606.001611               55945.088000               56831.696000                9427.550391                 401.342959                1605.455943                1528.226445               67776.792000               34605.496000                3144.999223
 291.0          170.247241                 170.683040                1021.312141                 837.145110                 853.065195                5088.428455                 280.802073                 565.863793                 596.396167                3476.575633                1202.320795                7007.190529                 317.221160                3695.121913               10765.342039                 639.454441                3385.742761                7254.460623                3543.849185               42107.914496               20800.510592                4887.571790                3284.271036                3379.354139                5192.673312               30262.293504                 105.445724                 220.591504                 110.713618                 649.069614                 232.150977                1359.469326                 575.269005                1150.338516                4669.756484                9347.573188                 212.125599                 444.572188                2595.433568                1118.915944                 773.194943                1179.947673                6154.167415                6182.021781               13210.143040                1680.360852                1122.714166              206042.634880                  78.930882                  79.441080                 205.320862                  40.787935                 157.986557                 158.213065                 196.831735                 196.891894                 382.479780                3200.585889                3256.879186                1190.251685                1221.810082                2420.571440                4825.213843                1280.234249                2773.039336                5686.477521                2909.108635               18749.206848               19081.383936                 458.114752                 876.871802                1802.372468                 608.554068               56270.485504               57162.273408                9492.209449                 403.433837                1613.820134                1537.046527               68286.154176               34865.602048                3162.140789
 292.0          171.122297                 171.565850                1026.615878                 841.502651                 857.473068                5114.720802                 282.022158                 568.358656                 598.998557                3491.713712                1207.643061                7038.158477                 318.611368                3711.279197               10812.347314                 642.298462                3405.212118                7296.423155                3564.354125               42350.787008               20920.529216                4910.264320                3299.705282                3395.102900                5216.920821               30403.224192                 105.808415                 221.350155                 111.094277                 651.301471                 232.949585                1364.148469                 578.305069                1156.411148                4694.758653                9397.602891                 212.855108                 446.118163                2604.459278                1123.557729                 776.405090                1184.845117                6191.123052                6219.137908               13283.209920                1689.293825                1128.681611              207635.546240                  79.216865                  79.729098                 206.118755                  40.923601                 158.520947                 158.748622                 197.500448                 197.560598                 383.783188                3215.334151                3271.894977                1196.360089                1228.097686                2433.191723                4850.004151                1286.882227                2787.713179                5716.565168                2924.499814               18853.616704               19187.681728                 459.687297                 880.538703                1809.929982                 611.112630               56597.091392               57494.078784                9557.153710                 405.534259                1622.222437                1545.912036               68798.706048               35127.338304                3179.330029
 293.0          171.998922                 172.450267                1031.929637                 845.868287                 861.889122                5141.061930                 283.245537                 570.860516                 601.608081                3506.892885                1212.980424                7069.213938                 320.005432                3727.480909               10859.481894                 645.150652                3424.747543                7338.530748                3584.930316               42594.492672               21040.961344                4933.028217                3315.189262                3410.901601                5241.245823               30544.601728                 106.171126                 222.108826                 111.474954                 653.533405                 233.748225                1368.827842                 581.348238                1162.498049                4719.826090                9447.762957                 213.584691                 447.664321                2613.485994                1128.201182                 779.616456                1189.744320                6228.211457                6256.387257               13356.481280                1698.247706                1134.662962              209239.372160                  79.502942                  80.017210                 206.916950                  41.059270                 159.055329                 159.284191                 198.169185                 198.229318                 385.086628                3230.111123                3286.940092                1202.492480                1234.410076                2445.862560                4874.892072                1293.556841                2802.420769                5746.722275                2939.926430               18958.326336               19294.285952                 461.259871                 884.214239                1817.505430                 613.677323               56924.912128               57827.118656                9622.384122                 407.644274                1630.663045                1554.823183               69314.471232               35390.716736                3196.567128
 294.0          172.877117                 173.336290                1037.253421                 850.242014                 866.313353                5167.451813                 284.472224                 573.369402                 604.224769                3522.113331                1218.332962                7100.357277                 321.403368                3743.727249               10906.746240                 648.011044                3444.349285                7380.783967                3605.578040               42839.034624               21161.808448                4955.863755                3330.723156                3426.750426                5265.648597               30686.427776                 106.533855                 222.867519                 111.855651                 655.765418                 234.546897                1373.507432                 584.398542                1168.599261                4744.959043                9498.053974                 214.314348                 449.210665                2622.513720                1132.846307                 782.829035                1194.645283                6265.433014                6293.770232               13429.957760                1707.222535                1140.658244              210854.190720                  79.789113                  80.305417                 207.715444                  41.194942                 159.589706                 159.819770                 198.837944                 198.898054                 386.390100                3244.916793                3302.014540                1208.648948                1240.747344                2458.584156                4899.877995                1300.258194                2817.162196                5776.949027                2955.388585               19063.336512               19401.197184                 462.832477                 887.898442                1825.098880                 616.248173               57253.954176               58161.399552                9687.901633                 409.763931                1639.142148                1563.780180               69833.473344               35655.749312                3213.852272
 295.0          173.756878                 174.223917                1042.587234                 854.623830                 870.745758                5193.890426                 285.702231                 575.885341                 606.848650                3537.375230                1223.700752                7131.588859                 322.805192                3760.018414               10954.140813                 650.879672                3464.017594                7423.183375                3626.297578               43084.416000               21283.072000                4978.771211                3346.307143                3442.649563                5290.129426               30828.704000                 106.896604                 223.626233                 112.236367                 657.997513                 235.345601                1378.187228                 587.456014                1174.714827                4770.157762                9548.476531                 215.044081                 450.757197                2631.542465                1137.493111                 786.042820                1199.548007                6302.788105                6331.287234               13503.640000                1716.218350                1146.667486              212480.080000                  80.075377                  80.593718                 208.514235                  41.330616                 160.124079                 160.355360                 199.506723                 199.566806                 387.693604                3259.751148                3317.118324                1214.829583                1247.109577                2471.356715                4924.962312                1306.986389                2831.937549                5807.245609                2970.886381               19168.648000               19508.416000                 464.405116                 891.591344                1832.710404                 618.825205               57584.224000               58496.928000                9753.707188                 411.893280                1647.659939                1572.783237               70355.736000               35922.448000                3231.185646
 296.0          174.638204                 175.113148                1047.931079                 859.013733                 875.186332                5220.377742                 286.935573                 578.408361                 609.479753                3552.678761                1229.083870                7162.909050                 324.210921                3776.354603               11001.666073                 653.756568                3483.752718                7465.729534                3647.089212               43330.639936               21404.753472                5001.750859                3361.941401                3458.599195                5314.688591               30971.432064                 107.259372                 224.384970                 112.617104                 660.229690                 236.144337                1382.867215                 590.520686                1180.844790                4795.422496                9599.031217                 215.773890                 452.303921                2640.572233                1142.141598                 789.257806                1204.452490                6340.277117                6368.938669               13577.528640                1725.235188                1152.690716              214117.118080                  80.361733                  80.882111                 209.313321                  41.466293                 160.658448                 160.890959                 200.175521                 200.235574                 388.997139                3274.614175                3332.251453                1221.034474                1253.496867                2484.180442                4950.145414                1313.741528                2846.746918                5837.612208                2986.419921               19274.261568               19615.942976                 465.977790                 895.292975                1840.340072                 621.408445               57915.728064               58833.710528                9819.801735                 414.032369                1656.216611                1581.832566               70881.282816               36190.824768                3248.567437
 297.0          175.521093                 176.003980                1053.284960                 863.411719                 879.635072                5246.913738                 288.172263                 580.938492                 612.118108                3568.024103                1234.482392                7194.318214                 325.620569                3792.736015               11049.322483                 656.641767                3503.554909                7508.423009                3667.953225               43577.709568               21526.854336                5024.802974                3377.626112                3474.599508                5339.326374               31114.613632                 107.622159                 225.143729                 112.997861                 662.461953                 236.943105                1387.547381                 593.592590                1186.989192                4820.753496                9649.718620                 216.503777                 453.850840                2649.603032                1146.791774                 792.473984                1209.358734                6377.900432                6406.724938               13651.624320                1734.273089                1158.727960              215765.383040                  80.648180                  81.170596                 210.112699                  41.601972                 161.192816                 161.426568                 200.844337                 200.904358                 390.300707                3289.505862                3347.413932                1227.263710                1259.909302                2497.055542                4975.427690                1320.523713                2861.590393                5868.049009                3001.989308               19380.177984               19723.778688                 467.550502                 899.003367                1847.987955                 623.997919               58248.472832               59171.753664                9886.186221                 416.181248                1664.812355                1590.928379               71410.137408               36460.891584                3265.997829
 298.0          176.405543                 176.896414                1058.648878                 867.817787                 884.091974                5273.498386                 289.412314                 583.475760                 614.763744                3583.411435                1239.896396                7225.816715                 327.034153                3809.162847               11097.110502                 659.535301                3523.424415                7551.264361                3688.889896               43825.628032               21649.376064                5047.927832                3393.361452                3490.650689                5364.043056               31258.250368                 107.984964                 225.902513                 113.378641                 664.694303                 237.741905                1392.227714                 596.671758                1193.148078                4846.151011                9700.539329                 217.233744                 455.397958                2658.634868                1151.443643                 795.691351                1214.266737                6415.658435                6444.646446               13725.927680                1743.332090                1164.779247              217424.952960                  80.934718                  81.459173                 210.912365                  41.737654                 161.727182                 161.962184                 201.513169                 201.573158                 391.604307                3304.426194                3362.605768                1233.517381                1266.346972                2509.982219                5000.809531                1327.333047                2876.468063                5898.556197                3017.594643               19486.398016               19831.923712                 469.123252                 902.722552                1855.654122                 626.593653               58582.464768               59511.063936                9952.861594                 418.339967                1673.447363                1600.070885               71942.323392               36732.660416                3283.477007
 299.0          177.291552                 177.790446                1064.022838                 872.231933                 888.557034                5300.131661                 290.655739                 586.020195                 617.416691                3598.840937                1245.325959                7257.404920                 328.451690                3825.635299               11145.030591                 662.437204                3543.361486                7594.254155                3709.899509               44074.398464               21772.320128                5071.125707                3409.147603                3506.752923                5388.838920               31402.343936                 108.347787                 226.661320                 113.759444                 666.926742                 238.540737                1396.908200                 599.758222                1199.321488                4871.615291                9751.493932                 217.963791                 456.945278                2667.667747                1156.097211                 798.909897                1219.176500                6453.551509                6482.703595               13800.439360                1752.412231                1170.844603              219095.905920                  81.221346                  81.747841                 211.712319                  41.873338                 162.261550                 162.497809                 202.182017                 202.241974                 392.907939                3319.375161                3377.826967                1239.795577                1272.809967                2522.960680                5026.291327                1334.169633                2891.380018                5929.133957                3033.236030               19592.922432               19940.378624                 470.696044                 906.450560                1863.338645                 629.195671               58917.710336               59851.647872               10019.828801                 420.508574                1682.121827                1609.260297               72477.864384               37006.143232                3301.005159
 300.0          178.179118                 178.686077                1069.406843                 876.654156                 893.030248                5326.813539                 291.902553                 588.571823                 620.076978                3614.312787                1250.771157                7289.083191                 329.873194                3842.153568               11193.083211                 665.347508                3563.366371                7637.392953                3730.982344               44324.024000               21895.688000                5094.396875                3424.984742                3522.906395                5413.714246               31546.896000                 108.710628                 227.420153                 114.140270                 669.159272                 239.339601                1401.588827                 602.852014                1205.509467                4897.146584                9802.583020                 218.693921                 458.492802                2676.701676                1160.752482                 802.129619                1224.088023                6491.580039                6520.896789               13875.160000                1761.513550                1176.924057              220778.320000                  81.508063                  82.036599                 212.512557                  42.009024                 162.795919                 163.033440                 202.850879                 202.910806                 394.211603                3334.352748                3393.077535                1246.098388                1279.298377                2535.991127                5051.873469                1341.033572                2906.326348                5959.782477                3048.913570               19699.752000               20049.144000                 472.268878                 910.187423                1871.041593                 631.803999               59254.216000               60193.512000               10087.088789                 422.687120                1690.835939                1618.496826               73016.784000               37281.352000                3318.582469
 301.0          179.068240                 179.583304                1074.800895                 881.084452                 897.511612                5353.543993                 293.152769                 591.130675                 622.744634                3629.827165                1256.232067                7320.851896                 331.298682                3858.717854               11241.268823                 668.266248                3583.439321                7680.681319                3752.138683               44574.507776               22019.481152                5117.741611                3440.873050                3539.111290                5438.669316               31691.908224                 109.073488                 228.179012                 114.521121                 671.391895                 240.138497                1406.269582                 605.953166                1211.712058                4922.745141                9853.807179                 219.424133                 460.040534                2685.736660                1165.409462                 805.350508                1229.001307                6529.744409                6559.226431               13950.090240                1770.636084                1183.017635              222472.273280                  81.794870                  82.325446                 213.313076                  42.144713                 163.330292                 163.569078                 203.519754                 203.579654                 395.515299                3349.358943                3408.357480                1252.425903                1285.812290                2549.073766                5077.556347                1347.924968                2921.307141                5990.501940                3064.627367               19806.887488               20158.220416                 473.841757                 913.933173                1878.763037                 634.418663               59591.988224               60536.662848               10154.642505                 424.875652                1699.589892                1627.780683               73559.105856               37558.298688                3336.209122
 302.0          179.958914                 180.482127                1080.204999                 885.522819                 902.001123                5380.322998                 294.406399                 593.696776                 625.419689                3645.384251                1261.708767                7352.711398                 332.728171                3875.328355               11289.587888                 671.193456                3603.580585                7724.119817                3773.368809               44825.852928               22143.701056                5141.160190                3456.812704                3555.367796                5463.704413               31837.382272                 109.436365                 228.937896                 114.901996                 673.624612                 240.937425                1410.950452                 609.061710                1217.929302                4948.411211                9905.166999                 220.154430                 461.588478                2694.772708                1170.068156                 808.572559                1233.916350                6568.045003                6597.692924               14025.230720                1779.779873                1189.125366              224177.843840                  82.081764                  82.614383                 214.113874                  42.280404                 163.864669                 164.104721                 204.188641                 204.248518                 396.819026                3364.393734                3423.666806                1258.778211                1292.351798                2562.208803                5103.340352                1354.843922                2936.322488                6021.292532                3080.377521               19914.329664               20267.608448                 475.414683                 917.687841                1886.503048                 637.039690               59931.033472               60881.106944               10222.490896                 427.074221                1708.383877                1637.112079               74104.853568               37836.995264                3353.885305
 303.0          180.851140                 181.382544                1085.619157                 889.969255                 906.498777                5407.150528                 295.663458                 596.270157                 628.102173                3660.984223                1267.201331                7384.662062                 334.161675                3891.985268               11338.040866                 674.129166                3623.790412                7767.709008                3794.673002               45078.062592               22268.349184                5164.652888                3472.803886                3571.676096                5488.819816               31983.319808                 109.799259                 229.696808                 115.282898                 675.857426                 241.736385                1415.631425                 612.177677                1224.161243                4974.145044                9956.663069                 220.884813                 463.136635                2703.809823                1174.728569                 811.795765                1238.833153                6606.482205                6636.296672               14100.582080                1788.944955                1195.247277              225895.109760                  82.368745                  82.903408                 214.914949                  42.416097                 164.399051                 164.640370                 204.857537                 204.917398                 398.122786                3379.457107                3439.005522                1265.155403                1298.916988                2575.396440                5129.225874                1361.790537                2951.372479                6052.154439                3096.164137               20022.079296               20377.308672                 476.987657                 921.451458                1894.261695                 639.667103               60271.358208               61226.850816               10290.634910                 429.282876                1717.218085                1646.491225               74654.050752               38117.453696                3371.611203
 304.0          181.744916                 182.284554                1091.043372                 894.423757                 911.004569                5434.026558                 296.923959                 598.850844                 630.792115                3676.627260                1272.709839                7416.704253                 335.599211                3908.688794               11386.628219                 677.073412                3644.069053                7811.449457                3816.051544               45331.139904               22393.427008                5188.219979                3488.846773                3588.036377                5514.015809               32129.722496                 110.162171                 230.455747                 115.663826                 678.090338                 242.535377                1420.312487                 615.301101                1230.407925                4999.946889               10008.295977                 221.615282                 464.685011                2712.848014                1179.390707                 815.020120                1243.751715                6645.056399                6675.038077               14176.144960                1798.131368                1201.383395              227624.149120                  82.655813                  83.192520                 215.716298                  42.551792                 164.933441                 165.176023                 205.526443                 205.586294                 399.426578                3394.549049                3454.373632                1271.557567                1305.507951                2588.636885                5155.213304                1368.764915                2966.457202                6083.087847                3111.987316               20130.137152               20487.321664                 478.560682                 925.224055                1902.039050                 642.300929               60612.968896               61573.900992               10359.075493                 431.501665                1726.092710                1655.918333               75206.721024               38399.685952                3389.387002
 305.0          182.640239                 183.188156                1096.477648                 898.886322                 915.518497                5460.951063                 298.187916                 601.438867                 633.489543                3692.313543                1278.234365                7448.838336                 337.040796                3925.439129               11435.350406                 680.026225                3664.416756                7855.341727                3837.504717               45585.088000               22518.936000                5211.861738                3504.941545                3604.448824                5539.292672               32276.592000                 110.525100                 231.214714                 116.044782                 680.323351                 243.334401                1424.993626                 618.432013                1236.669389                5025.816996               10060.066312                 222.345840                 466.233607                2721.887287                1184.054573                 818.245617                1248.672038                6683.767969                6713.917543               14251.920000                1807.339150                1207.533748              229365.040000                  82.942966                  83.481720                 216.517918                  42.687489                 165.467839                 165.711680                 206.195356                 206.255206                 400.730402                3409.669549                3469.771145                1277.984794                1312.124776                2601.930340                5181.303031                1375.767159                2981.576748                6114.092941                3127.847160               20238.504000               20597.648000                 480.133759                 929.005665                1909.835183                 644.941194               60955.872000               61922.264000               10427.813594                 433.730639                1735.007943                1665.393613               75762.888000               38683.704000                3407.212887
 306.0          183.537107                 184.093348                1101.921988                 903.356948                 920.040555                5487.924016                 299.455341                 604.034252                 636.194489                3708.043250                1283.774988                7481.064676                 338.486444                3942.236473               11484.207890                 682.987640                3684.833772                7899.386380                3859.032802               45839.910016               22644.877632                5235.578442                3521.088381                3620.913623                5564.650687               32423.929984                 110.888046                 231.973710                 116.425765                 682.556466                 244.133457                1429.674829                 621.570445                1242.945678                5051.755615               10111.974664                 223.076488                 467.782427                2730.927648                1188.720174                 821.472250                1253.594121                6722.617299                6752.935473               14327.907840                1816.568341                1213.698364              231117.860480                  83.230205                  83.771006                 217.319807                  42.823188                 166.002247                 166.247340                 206.864276                 206.924134                 402.034257                3424.818592                3485.198065                1284.437173                1318.767554                2615.277011                5207.495447                1382.797372                2996.731206                6145.169907                3143.743773               20347.180608               20708.288256                 481.706891                 932.796317                1917.650163                 647.587923               61300.073984               62271.946368               10496.850158                 435.969847                1743.963977                1674.917278               76322.575296               38969.519808                3425.089043
 307.0          184.435520                 185.000130                1107.376394                 907.835632                 924.570740                5514.945392                 300.726248                 606.637029                 638.906981                3723.816560                1289.331784                7513.383638                 339.936172                3959.081024               11533.201130                 685.957690                3705.320349                7943.583981                3880.636082               46095.609088               22771.253376                5259.370364                3537.287461                3637.430960                5590.090136               32571.738112                 111.251009                 232.732735                 116.806778                 684.789686                 244.932545                1434.356083                 624.716429                1249.236837                5077.762994               10164.021619                 223.807226                 469.331474                2739.969103                1193.387515                 824.700013                1258.517963                6761.604773                6792.092271               14404.109120                1825.818978                1219.877269              232882.688640                  83.517528                  84.060378                 218.121962                  42.958888                 166.536666                 166.783002                 207.533201                 207.593078                 403.338145                3439.996167                3500.654399                1290.914793                1325.436373                2628.677103                5233.790942                1389.855654                3011.920666                6176.318930                3159.677256               20456.167744               20819.243008                 483.280079                 936.596044                1925.484063                 650.241141               61645.581312               62622.954624               10566.186134                 438.219337                1752.961002                1684.489538               76885.806528               39257.145344                3443.015657
 308.0          185.335474                 185.908499                1112.840871                 912.322371                 929.109049                5542.015166                 302.000651                 609.247226                 641.627048                3739.633652                1294.904829                7545.795586                 341.389997                3975.972980               11582.330588                 688.936409                3725.876739                7987.935092                3902.314838               46352.188352               22898.064704                5283.237780                3553.538963                3654.001019                5615.611301               32720.018048                 111.613989                 233.491791                 117.187820                 687.023012                 245.731666                1439.037375                 627.869997                1255.542906                5103.839385               10216.207768                 224.538057                 470.880752                2749.011658                1198.056600                 827.928899                1263.443565                6800.730776                6831.388340               14480.524480                1835.091100                1226.070492              234659.602560                  83.804935                  84.349834                 218.924381                  43.094591                 167.071096                 167.318667                 208.202129                 208.262038                 404.642065                3455.202260                3516.140154                1297.417745                1332.131323                2642.130821                5260.189906                1396.942110                3027.145217                6207.540195                3175.647711               20565.466176               20930.512832                 484.853325                 940.404878                1933.336951                 652.900875               61992.400448               62975.295296               10635.822468                 440.479160                1761.999212                1694.110604               77452.605312               39546.592576                3460.992914
 309.0          186.236968                 186.818455                1118.315422                 916.817164                 933.655478                5569.133312                 303.278563                 611.864870                 644.354720                3755.494707                1300.494201                7578.300886                 342.847933                3992.912540               11631.596725                 691.923828                3746.503190                8032.440276                3924.069350               46609.650944               23025.313088                5307.180965                3569.843066                3670.623987                5641.214462               32868.771456                 111.976984                 234.250877                 117.568893                 689.256446                 246.530818                1443.718694                 631.031180                1261.863930                5129.985035               10268.533699                 225.268981                 472.430263                2758.055321                1202.727435                 831.158901                1268.370927                6839.995691                6870.824083               14557.154560                1844.384745                1232.278060              236448.680320                  84.092425                  84.639376                 219.727060                  43.230295                 167.605541                 167.854333                 208.871061                 208.931014                 405.946016                3470.436859                3531.655336                1303.946117                1338.852494                2655.638368                5286.692730                1404.056842                3042.404949                6238.833888                3191.655242               20675.076672               21042.098304                 486.426632                 944.222848                1941.208898                 655.567149               62340.537856               63328.974912               10705.760107                 442.749364                1771.078797                1703.780687               78022.995264               39837.873472                3479.020999
